Time (s),Voltage (V)
269.54,-78.83
269.74,-78.56
269.94,-78.83
270.14,-78.28
270.34,-78.28
270.54,-78.28
270.75,-78.56
270.95,-78.28
271.15,-78.28
271.35,-78.28
271.55,-78.56
271.75,-78.28
271.95,-78.28
272.15,-78.28
272.35,-78.83
272.55,-78
272.76,-78.28
272.96,-78.28
273.16,-78.56
273.36,-78.28
273.56,-78
273.76,-78
273.96,-78.28
274.16,-77.72
274.36,-78
274.57,-78.28
274.77,-78.28
274.97,-78
275.17,-77.72
275.37,-78
275.57,-78.28
275.77,-78
275.97,-78
276.17,-77.72
276.37,-78
276.58,-77.72
276.77,-78
276.98,-78
277.18,-77.72
277.38,-77.72
277.58,-78
277.78,-77.72
277.98,-77.72
278.18,-78
278.38,-77.72
278.58,-77.72
278.79,-78.28
278.99,-77.44
279.19,-78
279.39,-77.44
279.59,-77.72
279.79,-77.16
279.99,-77.72
280.19,-77.72
280.39,-77.16
280.6,-77.16
280.8,-77.72
281,-77.44
281.2,-77.44
281.4,-77.44
281.6,-77.44
281.8,-77.44
282,-77.44
282.2,-77.16
282.4,-77.44
282.61,-76.88
282.81,-77.16
283.01,-76.88
283.21,-77.44
283.41,-76.6
283.61,-77.16
283.81,-76.88
284.01,-77.44
284.21,-76.88
284.41,-77.44
284.61,-76.88
284.82,-76.88
285.02,-76.88
285.22,-77.16
285.42,-77.44
285.62,-77.16
285.82,-76.88
286.02,-76.88
286.22,-76.6
286.42,-76.88
286.63,-76.88
286.83,-76.88
287.03,-76.88
287.23,-76.88
287.43,-76.6
287.63,-76.88
287.83,-76.88
288.03,-76.6
288.23,-76.88
288.43,-76.88
288.64,-76.88
288.84,-76.32
289.04,-76.88
289.24,-76.6
289.44,-76.6
289.64,-76.6
289.84,-76.32
290.04,-76.32
290.24,-76.32
290.44,-76.32
290.64,-76.6
290.85,-76.32
291.05,-76.32
291.25,-76.6
291.45,-76.32
291.65,-76.6
291.85,-76.32
292.05,-76.05
292.25,-76.6
292.45,-76.05
292.66,-76.32
292.86,-76.32
293.06,-76.05
293.26,-76.32
293.46,-76.05
293.66,-76.05
293.86,-76.05
294.06,-76.05
294.26,-76.05
294.46,-76.05
294.67,-76.05
294.87,-76.32
295.07,-75.77
295.27,-76.32
295.47,-75.77
295.67,-76.05
295.87,-76.05
296.07,-76.05
296.27,-75.77
296.47,-76.05
296.67,-76.05
296.88,-75.77
297.08,-76.32
297.28,-75.77
297.48,-75.49
297.68,-75.77
297.88,-75.49
298.08,-76.05
298.28,-75.49
298.48,-75.77
298.69,-75.77
298.89,-75.77
299.09,-75.77
299.29,-75.77
299.49,-75.77
299.69,-75.77
299.89,-75.77
300.09,-75.49
300.29,-75.49
300.49,-75.77
300.7,-75.77
300.9,-75.49
301.1,-75.49
301.3,-75.49
301.5,-75.21
301.7,-75.49
301.9,-75.77
302.1,-75.21
302.3,-75.49
302.5,-75.49
302.7,-75.49
302.91,-75.49
303.11,-75.21
303.31,-75.21
303.51,-75.21
303.71,-75.21
303.91,-74.93
304.11,-75.49
304.31,-75.21
304.52,-75.21
304.72,-74.93
304.92,-75.49
305.12,-75.21
305.32,-75.21
305.52,-74.65
305.72,-74.93
305.92,-74.65
306.12,-74.93
306.32,-74.93
306.52,-75.21
306.73,-74.93
306.93,-74.65
307.13,-74.93
307.33,-74.65
307.53,-74.65
307.73,-74.93
307.93,-74.65
308.13,-74.93
308.33,-74.93
308.54,-74.93
308.74,-75.21
308.94,-74.65
309.14,-74.65
309.34,-74.65
309.54,-74.65
309.74,-74.65
309.94,-74.65
310.14,-74.93
310.34,-74.37
310.55,-74.65
310.75,-74.37
310.95,-74.65
311.15,-74.37
311.35,-74.65
311.55,-74.37
311.75,-74.65
311.95,-74.65
312.15,-74.65
312.35,-74.65
312.55,-74.37
312.76,-74.09
312.96,-74.37
313.16,-74.09
313.36,-74.65
313.56,-74.09
313.76,-74.65
313.96,-74.37
314.16,-74.09
314.36,-74.37
314.57,-74.65
314.77,-74.37
314.97,-74.37
315.17,-74.37
315.37,-74.09
315.57,-74.37
315.77,-74.37
315.97,-73.81
316.17,-74.37
316.38,-74.09
316.58,-74.37
316.78,-74.09
316.98,-74.37
317.18,-74.09
317.38,-74.09
317.58,-74.09
317.78,-74.09
317.98,-73.81
318.18,-73.81
318.39,-73.81
318.58,-74.09
318.79,-73.81
318.99,-73.54
319.19,-73.81
319.39,-74.09
319.59,-73.81
319.79,-74.09
319.99,-73.81
320.19,-73.81
320.39,-73.54
320.6,-73.81
320.8,-74.09
321,-73.81
321.2,-73.54
321.4,-73.54
321.6,-73.81
321.8,-74.09
322,-73.54
322.2,-73.26
322.41,-73.54
322.61,-74.37
322.81,-73.81
323.01,-73.81
323.21,-73.81
323.41,-73.81
323.61,-73.26
323.81,-73.54
324.01,-73.54
324.21,-73.26
324.42,-73.54
324.62,-73.54
324.82,-73.54
325.02,-73.54
325.22,-73.81
325.42,-73.81
325.62,-73.26
325.82,-73.81
326.02,-72.98
326.22,-72.98
326.42,-73.54
326.63,-73.26
326.83,-73.54
327.03,-72.98
327.23,-72.98
327.43,-73.26
327.63,-73.26
327.83,-72.7
328.03,-72.98
328.23,-72.42
328.44,-73.26
328.64,-72.98
328.84,-73.26
329.04,-72.98
329.24,-73.26
329.44,-72.98
329.64,-72.98
329.84,-73.26
330.04,-73.26
330.24,-72.98
330.44,-72.7
330.65,-72.7
330.85,-72.42
331.05,-73.26
331.25,-72.98
331.45,-72.98
331.65,-72.7
331.85,-73.26
332.05,-72.98
332.25,-72.98
332.45,-73.54
332.66,-72.98
332.86,-72.42
333.06,-72.42
333.26,-72.42
333.46,-72.7
